"","metadata.my_sims","metadata.target_market_size","metadata.r","metadata.s","metadata.u","metadata.nm","metadata.rationality","metadata.visit_change","metadata.mean_daily_visitors","metadata.playground","metadata.tutoring","metadata.coworking","metadata.cafe","metadata.party","metadata.workshop","metadata.camp","metadata.merchandise","metadata.r.membership_cost","metadata.r.playground_credits","metadata.r.tutoring_credits","metadata.r.cowowrking_credits","metadata.r.cafe_credits","metadata.r.party_credits","metadata.r.workshop_credits","metadata.r.camp_credits","metadata.r.merchandise_credits","metadata.s.membership_cost","metadata.s.playground_credits","metadata.s.tutoring_credits","metadata.s.cowowrking_credits","metadata.s.cafe_credits","metadata.s.party_credits","metadata.s.workshop_credits","metadata.s.camp_credits","metadata.s.merchandise_credits","metadata.u.membership_cost","metadata.u.playground_credits","metadata.u.tutoring_credits","metadata.u.cowowrking_credits","metadata.u.cafe_credits","metadata.u.party_credits","metadata.u.workshop_credits","metadata.u.camp_credits","metadata.u.merchandise_credits","dxsxbar.y","dxsxbar.visit_prob","dxsxbar.visits","dxsxbar.playground_lambda","dxsxbar.tutoring_lambda","dxsxbar.coworking_lambda","dxsxbar.cafe_lambda","dxsxbar.party_lambda","dxsxbar.workshop_lambda","dxsxbar.camp_lambda","dxsxbar.merchandise_lambda","dxsxbar.spent","dxsxbar.playground_credits","dxsxbar.tutoring_credits","dxsxbar.coworking_credits","dxsxbar.cafe_credits","dxsxbar.party_credits","dxsxbar.workshop_credits","dxsxbar.camp_credits","dxsxbar.merchandise_credits","dxsxbar.savings","dxsxbar.r","dxsxbar.s","dxsxbar.u","dxsxbar.nm","dxssd.y","dxssd.visit_prob","dxssd.visits","dxssd.playground_lambda","dxssd.tutoring_lambda","dxssd.coworking_lambda","dxssd.cafe_lambda","dxssd.party_lambda","dxssd.workshop_lambda","dxssd.camp_lambda","dxssd.merchandise_lambda","dxssd.spent","dxssd.playground_credits","dxssd.tutoring_credits","dxssd.coworking_credits","dxssd.cafe_credits","dxssd.party_credits","dxssd.workshop_credits","dxssd.camp_credits","dxssd.merchandise_credits","dxssd.savings","dxssd.r","dxssd.s","dxssd.u","dxssd.nm","dxsk.y","dxsk.visit_prob","dxsk.visits","dxsk.playground_lambda","dxsk.tutoring_lambda","dxsk.coworking_lambda","dxsk.cafe_lambda","dxsk.party_lambda","dxsk.workshop_lambda","dxsk.camp_lambda","dxsk.merchandise_lambda","dxsk.spent","dxsk.playground_credits","dxsk.tutoring_credits","dxsk.coworking_credits","dxsk.cafe_credits","dxsk.party_credits","dxsk.workshop_credits","dxsk.camp_credits","dxsk.merchandise_credits","dxsk.savings","dxsk.r","dxsk.s","dxsk.u","dxsk.nm","dxssk.y","dxssk.visit_prob","dxssk.visits","dxssk.playground_lambda","dxssk.tutoring_lambda","dxssk.coworking_lambda","dxssk.cafe_lambda","dxssk.party_lambda","dxssk.workshop_lambda","dxssk.camp_lambda","dxssk.merchandise_lambda","dxssk.spent","dxssk.playground_credits","dxssk.tutoring_credits","dxssk.coworking_credits","dxssk.cafe_credits","dxssk.party_credits","dxssk.workshop_credits","dxssk.camp_credits","dxssk.merchandise_credits","dxssk.savings","dxssk.r","dxssk.s","dxssk.u","dxssk.nm","custyp.PWT","custyp.SAHP","custyp.WFHP","memtyp.nm","memtyp.r","memtyp.s","memtyp.u","vis.0","vis.1","vis.2","vis.3","vis.4","vis.5","vis.6","vis.7","vis.8","vis.9","vis.10","vis.11","vis.12","vis.13"
"30",30,18246,0.9,1,0.7,-0.5,1.1,1.018,35,23.3838383838384,25.4545454545455,14.0909090909091,5.09090909090909,382.828282828283,18.1818181818182,101.767676767677,23.7676767676768,38232,2091,9,2318,536,1,2,6,2,5202,316,6,12,36,0,0,0,1,1659,27,85,29,16,0,0,4,0,30,0.502510576275044,0.678724103913186,4.99182884418004,1.00365487606527,5.0028897990095,0.996162435491604,0.0013755006470993,0.00137344398019284,0.00137857351373093,0.00137134484523817,7211.69763457218,349.983738514156,6.13904915647763,355.147389714308,91.1132103674031,0.157678395264716,0.315466403595309,1.28663816726954,0.519675545325003,100.387281784191,0.348692442006621,0.430305805639507,0.184242708329308,0.0367590440245637,30,0.286203282239058,0.89726238419205,2.90739004169726,0.584643407862291,2.91335053977569,0.582178359619728,0.000797029522268283,0.000800051783076346,0.000794765738223062,0.00080146679075351,13574.3218385278,708.278174030125,18.0931597296756,818.465806613071,190.921406226633,0.364449171367509,0.729001290763653,2.32095654089859,0.751883958062908,130.51651619471,0.0413808039043055,0.0880939417674749,0.0854497795565746,0.0385089068014654,30,1.82292742901914,5.14610952716136,1.80465870908009,1.79686638889804,1.79273962058303,1.80329759973514,1.80583647618411,1.79616225649335,1.80665927614537,1.78845671155298,4.34492675573749,4.45821702942532,14.5170319859406,4.53096425759297,4.48638744510517,4.52921794349106,4.52709157300586,2.91657943779401,2.55152901883093,3.11237914241765,2.3745138063928,1.83842405464098,2.20580818589048,5.31638488958532,30,-0.00920475490333007,1.440512665149,0.0051954385943024,0.00307085345757522,-0.00674926299350842,0.0110242953782181,-0.00990662050964034,-0.00175327882811631,-0.0109096467477246,-0.00957106246117822,1.79187371478171,1.83236232713284,3.54062880815688,1.87764022038147,1.85885912514655,1.87846684897413,1.87790087113442,1.32923766514012,1.04707516815184,1.04421217520075,-0.147382592621206,-0.0688008659347956,0.48952795957329,1.60484900772266,6105,6162,5979,10180,2854,3687,1525,9862,5459,2087,641,160,34,3,0,0,0,0,0,0,0
"31",31,20564,0.2,0.6,0.4,-0.1,1.9,1.029,15,13.4848484848485,45.4545454545455,20.1515151515151,6.09090909090909,443.434343434343,38.6363636363636,375.252525252525,39.6060606060606,22677,2096,20,2000,327,2,9,3,3,8561,356,1,10,0,1,1,1,1,2005,39,51,37,31,0,1,3,1,31,0.507411686903146,0.264880373468197,4.9953336123342,0.996385759953159,5.01659760412921,0.996239382740064,0.00136744335543674,0.00136665743751407,0.0013691215055216,0.00137177801576018,1465.09571989099,81.7255943013091,2.90190270729076,58.5869126982724,12.4737891460805,0.128865979381443,0.450739155806263,0.489885236335343,0.269597354600272,49.4442248786248,0.136426266631815,0.305341821831494,0.483346236631394,0.0748856749052983,31,0.287689170229937,0.53674930865654,2.92576586988186,0.583210872289729,2.91237556031184,0.58081849853219,0.000799543977087051,0.000796746495518087,0.000795733189541067,0.000799072588551094,4314.935474019,352.043046823188,11.0560406805658,329.483089407837,55.1390680606913,0.415763477594091,1.55739453571162,1.04568819467111,0.61539175404506,104.601073308171,0.0497081783119367,0.0686462989745375,0.174609145707909,0.098599308098261,31,1.81644107369689,8.12952215893707,1.80032835657236,1.80578280156057,1.80448669756153,1.80941715496575,1.79138721250495,1.80984510796747,1.80204444712489,1.80018514033077,18.0436302621926,28.5777111955033,17.2353067100797,31.1819592316613,29.7740337207402,13.7539151127893,27.47743212362,4.71016470328337,12.1252955227173,6.93270086651092,2.10755458754096,2.48271444450277,1.97418024047515,5.34995436456874,31,-0.0337436880619028,2.16707531454241,-0.0056389453009596,0.00913067938761762,-0.000352976449666595,-0.00112837310259068,0.00291544414722141,0.0107906943840786,0.00530395237268217,0.00232588842132604,3.83589299258638,5.15337520921667,3.97496044485364,5.48973424817389,5.30499375861552,3.36275172207443,4.99213375437393,1.87107918289596,2.87838969283013,2.13882804566695,0.203316707338977,-0.265254701996145,-0.166411372441607,1.702318632423,6823,6893,6848,16305,615,1383,2261,15958,3874,633,89,10,0,0,0,0,0,0,0,0,0
"32",32,22453,0.5,0.6,1,-0.1,1.6,1.042,29,14.2929292929293,48.6363636363636,14.8989898989899,3.81818181818182,350.505050505051,27.2727272727273,279.292929292929,37.1313131313131,36818,2258,11,2490,945,1,10,3,2,5394,309,10,22,19,0,1,1,1,124,25,36,40,37,0,1,0,0,32,0.50819157213133,0.464347748630473,5.01081720874176,1.00516139887271,5.00002474304349,1.00394674037394,0.0013666146803922,0.0013730534180863,0.00137229541202162,0.00137942559915033,6013.73770934302,351.044856438612,2.61092058967621,363.470477275314,146.761194090282,0.15075936400481,1.69812497216408,0.540150536676613,0.389213022758651,70.2833096474926,0.418275401437377,0.261450895182808,0.290107888516437,0.0301658148633779,32,0.286873336617961,0.72847428880648,2.9152076290905,0.582697758005741,2.92679675986611,0.581868033626952,0.000794553354503342,0.000799428970317253,0.000800712031608061,0.000797443596798683,13053.3275148483,777.830703323268,7.70501317098516,858.981475711936,335.105387890775,0.35782213542563,3.51900423934247,1.07390069685978,0.734349366013439,111.173748592915,0.144205756915539,0.0515601219133302,0.0805973307864503,0.0362315405772066,32,1.81757997318333,6.05181700369442,1.80552334052,1.80104832803416,1.79239132600713,1.79955570647438,1.80882412881013,1.80037507431336,1.79134878982088,1.80515431756974,4.68917861523259,4.75477348580482,14.9624151839194,4.81957712486389,4.79709169036963,4.81060970005816,4.70635780844073,4.20341820466859,3.59238593709164,4.14283851259291,1.89174615250159,2.05674792260888,2.17693242273655,8.74162122537193,32,-0.0410359745314568,1.69128356148254,0.0023845448268697,-0.00927473812459361,-0.000614859500135013,-0.0104124441402713,0.0100845991010599,-0.00320123641440946,0.00223795759821973,-0.0142928241601934,1.90048809382825,1.9240703018053,3.50579244135027,1.95292145204384,1.94655774812557,1.95194789323217,1.90398416338549,1.72236022496894,1.52814895330787,1.43393932444508,0.140601550611431,-0.271081728288937,0.0877350221036081,2.25585931537357,7484,7573,7396,14845,3368,1953,2287,14603,5778,1643,363,58,7,1,0,0,0,0,0,0,0
"33",33,22846,0.1,0.1,0.4,-0.4,1.8,1.045,18,9.64646464646465,40,9.64646464646465,9.63636363636364,124.242424242424,29.0909090909091,192.929292929293,44.5555555555556,28333,2343,15,2192,964,2,3,4,2,4818,189,1,26,47,0,1,0,0,1114,12,39,40,12,0,1,2,0,33,0.506398073478195,0.285695526569202,4.99907151706154,1.00069503579965,4.96111867161504,0.995873998675364,0.0013708829519037,0.0013742758817284,0.00137095078627363,0.0013700338109515,2021.53219801977,143.929974258916,2.71185327847326,131.501520059211,59.8727248851997,0.120808894335989,0.351352534360501,0.511424319355686,0.120983979690099,34.8112761157933,0.251796748509395,0.149067757913062,0.567502629468639,0.031632864108904,33,0.289701265596262,0.558594102486003,2.91304617251794,0.582949850197611,2.90857652696971,0.58591892199288,0.000803972779826176,0.000805013881904477,0.000795955585327968,0.000797846577471707,6734.78486014944,546.088603306116,9.37655656912438,512.266480638882,227.140386511439,0.476479734361124,0.768004671603403,1.11576612458196,0.47680267097521,71.0336210140448,0.0548025717210828,0.059148944719556,0.113516686706075,0.0540982200274557,33,1.79008022684102,7.26757874007398,1.80457574629759,1.79755745005583,1.81454786997611,1.78479587200409,1.78542456319407,1.79010887003644,1.80830011530641,1.8019517642828,14.0447164350455,14.530953906532,13.2264806483485,14.5968718898403,14.5602150368001,14.6193601745666,8.65373954764637,6.23991716132221,14.59550120742,6.65811816884559,2.09317778921726,2.00639303986274,1.97914224013915,6.71688138784051,33,-0.0235414436941676,2.04589439176051,-0.00247335976694776,-0.000547862399688416,0.018701099030306,0.00632509154963955,-0.0127514763470098,-0.0101106673752947,0.00272288423464438,-0.0115064893706519,3.5781292156308,3.672637409879,3.43472042609709,3.68619492018992,3.6793278239711,3.69019943092138,2.50311857915296,2.09024173933412,3.6869656908772,2.06716075378254,0.0512109527061015,0.3462344014205,-0.0843266211148344,2.10409637878692,7563,7679,7604,17591,1380,810,3065,17414,4469,837,120,6,0,0,0,0,0,0,0,0,0
"34",34,21090,0.7,0.2,0.6,-0.4,0.7,1.043,51,18.1313131313131,42.7272727272727,21.1616161616162,4.54545454545454,172.727272727273,15.4545454545455,303.282828282828,9.41414141414142,30101,2015,19,2500,409,2,4,2,1,2803,131,12,19,1,1,1,1,0,1881,15,25,22,4,1,0,3,0,34,0.509340003552331,0.847131341868184,4.9771733455944,0.997947229526177,5.0058623216518,1.00211790738107,0.00137536632129278,0.00137876881928793,0.00136736986052055,0.00137022911356004,9893.91364666101,616.631657015868,3.67856804172594,760.505053378738,129.711362558731,0.772735893788525,1.33072546230441,0.937837837837838,0.31981981981982,128.791104022683,0.575337798881575,0.0848671723443821,0.139077161667847,0.200717867106196,34,0.285696542169163,1.01595110270758,2.90853782021249,0.580639628385383,2.91915311840182,0.582442712727757,0.000801395868865425,0.000800966846327978,0.00079469402648683,0.000798939353221649,13873.0074424924,891.585365176657,7.72501460024441,1107.48413231952,188.580642135482,0.903093537907807,1.84410933602853,1.09216569256431,0.466417643071403,147.018594954344,0.181098660534264,0.057901435209707,0.0677124630831736,0.108512687591519,34,1.83507947021476,4.94712892561551,1.80673424068215,1.80471604188595,1.79777314379275,1.79936749231336,1.78212352795309,1.79751528805653,1.8123587780015,1.79968159945908,1.59025380962414,1.61356856838085,4.12322825213515,1.60849088353813,1.59452548870002,1.38523506535328,1.57580096959756,1.63076393445969,1.59695923887697,2.53323682838325,1.84820551800447,3.41659627165583,2.49011027227853,2.7244387767898,34,-0.0467311277882741,1.33209769186878,0.00064996562184626,0.00601399030339386,-0.00236136819068963,-0.00464370692637301,-0.0156662068071653,-0.0076418729439255,-0.000540319723556323,0.0019584430600537,0.761043323379533,0.775707900797585,1.70767717537067,0.774953250236286,0.770153364606948,0.462297765139229,0.733806012524175,0.502532688252205,0.772576421422222,0.783535634566751,-0.158806492222891,1.01368616346736,0.568330894693095,0.717702884540882,6880,7175,7035,12115,6382,979,1614,9903,6626,2998,1136,330,73,17,7,0,0,0,0,0,0
"35",35,17688,1,0.2,0.7,-0.5,2,1.035,37,16.3131313131313,48.1818181818182,12.4747474747475,9.81818181818182,495.959595959596,48.6363636363636,476.010101010101,11.3939393939394,11364,2091,15,2126,755,1,5,4,3,7697,393,3,20,48,0,0,0,1,1436,38,64,22,24,0,0,1,0,35,0.506983972662681,0.748869289914066,5.00986801529542,0.996334900337614,4.96015674611333,0.99281599349442,0.00138255631787351,0.00136068997753725,0.00136562461101038,0.00137010552105067,3398.12392696755,477.512563445399,6.42099934213231,462.507973219303,172.478177295341,0.223767526006332,1.11940298507463,1.03816146540027,0.760063319764812,98.9643780637675,0.450116836166688,0.179797784524567,0.281252511565863,0.0888328677428825,35,0.288654389818979,0.952138917620995,2.89573143179055,0.581347004445881,2.90209851796957,0.582739734458551,0.000801831393567937,0.000805969867828569,0.000796425058066267,0.000797924250578516,4751.13400890595,824.321957745562,16.1184321174667,859.382872909308,307.779741516202,0.416779846964839,2.08427385047519,1.62553062276759,1.23479521115639,122.093922996063,0.0662672726225532,0.0303360997029869,0.0244384417014085,0.0502726143228178,35,1.7891345944166,5.80907210882441,1.82153666320585,1.81447191469856,1.80156397134118,1.80027087597406,1.79789813217225,1.78626925131014,1.81064475236664,1.80897992816482,1.93732325317649,2.71989631484053,10.7121637593414,2.76293690241419,2.75184058551982,2.75719755171471,2.7551282051282,2.56876150860277,2.52151201255108,3.46101691769425,2.3506286171012,2.42085978589959,2.40790893717267,2.54833795446915,35,-0.0323183467700132,1.46767871172492,-0.00843033498466599,0.0116150940080974,0.0144660759641447,0.0129336618447932,-0.0214745175212974,0.0160107470592071,0.00439045996063968,0.00307841220463497,0.888267038508347,1.28906563873606,2.96410596233299,1.32621772975713,1.31965681757001,1.32548086987877,1.32470017014527,1.18719202083141,1.17574211656624,1.02529470517276,-0.140103153702137,0.0767949154012717,0.07678788917735,0.70980918020987,5877,5952,5859,9806,3865,1532,2485,9022,5404,2275,742,183,48,8,3,2,1,0,0,0,0
"36",36,20268,0.4,0.3,1,-0.1,0.6,1.029,23,22.1717171717172,20.9090909090909,13.8888888888889,6.81818181818182,124.242424242424,16.3636363636364,39.3939393939394,12.8787878787879,19848,2167,22,2106,555,2,9,3,3,1843,280,4,11,7,1,1,0,1,1733,15,57,24,14,1,1,3,0,36,0.503106642508811,0.412127491612394,5.01420361100645,1.00372682817917,4.98426140226022,1.0007684901113,0.00136732882460678,0.00137446032763843,0.00136745444173849,0.00135912274893759,889.291658941896,62.8747974116535,7.03573030482444,52.4446034252133,15.5110160216732,0.296674560884152,0.473406354845076,0.623149792776791,0.139776988356029,67.5055144896767,0.0721616159304817,0.1965429263793,0.545220712609633,0.186074745080586,36,0.288229249382056,0.676327152536177,2.92673342334673,0.580558795040707,2.92314450349417,0.582673743119672,0.000795320035982922,0.000802428254840934,0.000799367216722254,0.000796511842207953,3127.63599218445,327.927754498483,16.6566530873341,322.206850538662,85.692154678683,0.508820693680632,1.43689594520017,1.21704839474289,0.521081300010917,113.318380002882,0.0547245367118498,0.104247122148101,0.130748591733661,0.139716799680553,36,1.80162497593006,6.43016789718729,1.79448342726059,1.80856239169076,1.79769898357761,1.79737468239323,1.81536955290365,1.7920335363065,1.79583821916776,1.81527065491466,33.9700860540768,36.59261536309,6.62150482010337,37.7811447931785,37.5601277677093,4.13811360526964,31.2776987235718,3.07642639848601,23.3703373923325,4.38328212270196,4.61519043655905,2.3378968887168,2.07009181108417,3.28156998550881,36,-0.00493813492371973,1.76491481279886,-0.00121863114453034,-0.00695255215140066,-0.00472813609721322,0.00774686171979027,0.015045383724546,-0.00437256668942638,0.000621126397579539,0.0214486651977036,5.59143804565703,5.91293724823572,2.2660952948455,6.06193129400443,6.03776280030647,1.44860505053199,5.25426912806671,1.44087441094641,4.44058064177138,1.54727516551813,1.37186636406384,0.529402252216994,0.13853181405374,1.01779119688621,6731,6881,6656,14944,490,1266,3568,13733,5030,1234,235,31,4,1,0,0,0,0,0,0,0
"37",37,21999,0.1,0.9,1,-0.1,0.6,1.036,77,20.1515151515151,15,8.83838383838384,7.90909090909091,451.515151515152,33.1818181818182,53.7878787878788,10.8989898989899,24444,2485,23,2475,218,2,4,8,3,3859,58,9,2,99,0,0,1,0,1436,16,16,11,19,0,0,2,1,37,0.5207298246715,1.17428064912041,5.0026378609496,1.00429450190803,5.03282747930232,1.00636897636761,0.00136584192447255,0.00136823080244543,0.00136198122594765,0.00137531818448822,4260.22775139917,299.757717637303,4.31533251511432,305.905110471045,50.0981118976482,0.250284103822901,0.501295513432429,1.75857993545161,0.640347288513114,107.429268823514,0.197217241821307,0.343800029018379,0.410423567817727,0.0485591613425866,37,0.287139031556482,1.25177949508764,2.92907510802326,0.585196260121116,2.9133413519363,0.58455895525008,0.000798780222311684,0.000802563559939866,0.000797158840888331,0.000797396467710313,7770.5157118885,783.433614098695,7.06626879378355,807.180858478217,70.5761511589389,0.661774873019389,1.32437328243571,2.49134165756392,0.990692840466254,105.82096076587,0.076590350987879,0.0234742016029677,0.0935764107653901,0.0402438258095148,37,1.81965599443452,5.10233513514088,1.79096912195072,1.78399160595064,1.802444809236,1.79531136731363,1.80364412439614,1.79373799657867,1.80005865874981,1.8039110867802,5.74190732331634,6.15417774223798,3.70924897386745,6.12541396420666,3.54002562594656,6.13396170763086,6.12260567793588,5.0287549854467,4.14045236449285,2.88966516325601,2.88671881105993,2.40666906769594,2.21285044949743,5.49498266941215,37,-0.0952519678869789,1.31092818045455,-0.00647694557516693,-0.0131395419627209,-0.0197911726650394,-0.00927388383962621,0.00754983522338851,-0.000971031059209525,0.0180288101499658,-0.0196551990054084,2.11749140165944,2.26735988984393,1.43159011575188,2.26339451517268,1.34386319892887,2.26567023680509,2.26316308312038,1.8276067650967,1.5394990964778,0.684235200858612,0.611168978034441,-0.23011652532222,0.0335723101183421,1.57608173350447,7264,7465,7270,8627,2701,4929,5742,7972,7108,3890,1813,783,286,102,33,7,5,0,0,0,0
"38",38,18912,1,0.4,0.4,-0.2,1.4,1.039,72,18.5353535353535,16.3636363636364,13.6868686868687,8.54545454545455,471.717171717172,25,96.969696969697,47.030303030303,17727,2106,17,2485,236,1,4,2,1,5778,51,1,2,62,0,0,1,1,1312,36,89,20,6,0,0,3,0,38,0.525288284588188,1.27215524534687,4.99885701345092,1.0014858825138,4.99056769044079,1.00308072262387,0.00136969473376886,0.00136854604033521,0.00136758172317243,0.00137183408383255,5588.19977962792,508.635227593191,16.1510536840486,609.71969269685,66.0926684356253,0.251956429780034,1.0080372250423,1.2478320642978,0.410532994923858,122.251811687091,0.364637086282341,0.229254684966564,0.286389852300679,0.119718376450415,38,0.289575712023625,1.33207675388873,2.92868640128473,0.583344801258904,2.90329713364451,0.582724397995875,0.000798546773306682,0.000804618159312508,0.000797827276678826,0.000799825337365073,7301.62072985314,869.852259516294,29.5359603036881,1048.90204788309,95.3318781443758,0.434147847699135,1.73671222069677,1.16855607455664,0.491943545092204,113.171511044859,0.0440950139888463,0.0425301399620109,0.0429771987618505,0.0328148838492457,38,1.81981307293264,5.01783020130468,1.80056273319941,1.80001701882418,1.8093398028599,1.79583632675085,1.80695946898963,1.77860480211541,1.80124141657509,1.80146484277401,2.0854654759882,2.32386281259835,4.10043047429159,2.30986304346442,2.21276028121046,2.30576071619751,2.30502245659571,1.54283316102809,1.13230559858118,2.65774491468643,2.39255915269731,2.31226940297342,2.45856471271932,2.90241128673903,38,-0.107797782538423,1.30223485038885,0.0035774176649965,0.000519543917844043,0.000233634895716113,-0.0169859039985567,0.00225783770003431,0.00733328095731717,0.00547144967810701,-0.000613213281867329,0.93518349987742,1.14632416242094,1.65603079988498,1.14291034009035,1.03080848226592,1.14260824216195,1.14228518880276,0.243209829484055,0.363709516135724,0.530394896290935,0.142380016634811,0.253365871935851,0.198264680897318,0.558080852580037,6352,6227,6333,7915,4573,2876,3548,6472,5958,3442,1745,774,329,125,49,15,2,1,0,0,0
"39",39,23230,0.3,0.6,0.8,-0.1,1.8,1.003,51,14.6969696969697,32.2727272727273,14.6969696969697,4.27272727272727,455.555555555556,7.27272727272727,116.161616161616,22.2828282828283,5707,2131,24,2293,891,1,12,7,3,2131,295,4,6,49,0,0,1,0,2154,14,54,20,40,1,1,2,0,39,0.501412762049538,0.777486009470512,4.99705622736187,0.99362805845802,4.97187979667532,1.00147232114516,0.00136851922238084,0.00137057422240139,0.00137046700500902,0.00136864669194734,1780.80844214856,463.42653439257,7.55200563534614,471.476591137375,199.926630923962,0.38699956952217,2.72940554925058,1.9429616874731,0.638484718037021,91.4930840910178,0.421072601900921,0.210421664751312,0.353204219130191,0.0153015142175764,39,0.289541929107291,0.970946166377446,2.90512235784828,0.580761738422407,2.89594105953579,0.585435720824119,0.000796798741221425,0.000798116714207533,0.000797366315715912,0.00079707410048785,2209.81178994306,835.024286956751,15.3711997098081,904.713873370988,357.794330474404,0.487074034840587,4.83522433662074,2.73003161792896,1.22794801551871,109.538393177495,0.124949015260137,0.0445898126262514,0.0934524926747793,0.0261138167487239,39,1.79954429704335,4.77642206274541,1.80804055750307,1.81403276499155,1.8109930906363,1.78401513785475,1.80383117279447,1.8009122317391,1.80968628771974,1.80417471018519,2.29901187458975,2.94263952431177,6.29336783743656,2.97524099297936,2.95365940783197,1.21530242716626,2.9413600646887,2.63726210313663,2.96899537092589,2.87687034190218,2.05839441916523,1.91958783934173,2.36892641985817,16.0767053026717,39,-0.00788209235020197,1.34556026545051,0.00587913008815516,0.00965649550820565,0.0157049383502768,0.00570391560249866,0.00499835443848364,0.00172239865947463,0.000979717464837809,0.00166030916966703,0.913104082512187,1.37959876089646,2.08470620116443,1.4037085575942,1.39291219222357,0.463976964392273,1.38186711909996,1.16509901578466,1.403118348257,0.884730391631842,0.151790678640339,0.0102365381964772,0.20946349411209,3.24869891887592,7744,7847,7639,11824,4933,2446,4027,11631,7046,3117,1051,305,72,8,0,0,0,0,0,0,0
"40",40,20638,0.8,0.7,0.7,-0.2,1.2,1.023,54,6.01010101010101,40.9090909090909,18.3333333333333,3.72727272727273,467.676767676768,25,221.717171717172,18.3232323232323,15253,2384,23,2384,300,2,3,3,2,9520,113,9,23,8,1,1,0,1,669,16,19,13,1,1,0,2,1,40,0.506090426592406,0.913654423878283,5.02363982885351,0.99845533540659,4.9673153670634,0.998460229781094,0.00135944403016581,0.00136931859834286,0.00136837056470609,0.00135885804614988,3041.37829501528,406.623543311788,2.44204864812482,385.968892334529,50.8553991313464,0.478340924508189,0.559308072487644,0.693041961430371,0.478147107277837,92.6899795513033,0.249943835870686,0.0717097986637154,0.134789891539738,0.543556473925861,40,0.289034990395372,1.07277769076448,2.90953341582722,0.582580554554187,2.92507949052594,0.585100385860373,0.000797837092510688,0.00080279267780453,0.000799653331817003,0.000797395545967085,5884.71179158475,883.711218424445,6.71352261255022,848.962406135567,111.194334183117,0.769248904565189,1.12767171662398,1.19151310747175,0.769054421652846,105.982435776696,0.0756324347636913,0.0548044266773514,0.0629531737650427,0.117403707171953,40,1.80281698898431,5.35053447672313,1.80924551945372,1.80207239226094,1.79213073467907,1.80147114907823,1.80089776923133,1.78749453592376,1.79178430539585,1.80363097204317,3.26229580928267,4.04378878718892,7.4290943383234,4.10581527866763,4.04930400390202,2.75222002018117,3.79798206018479,2.62159704529365,2.75401490249457,3.26985847868265,2.53228175898936,3.12668880547194,1.92217756756755,2.29554689196924,40,-0.0403906405135,1.37745893608688,-0.000265374397884967,-0.0019406074051613,0.0173833692897903,0.00209484955286805,0.0156473667603519,0.00522984821737752,-8.44367404303216e-05,0.0200310184417447,1.46599360570423,1.74314189557506,2.49622460869324,1.7567396136999,1.74496369220371,1.20017989898191,1.63955886280526,1.21600316315405,1.20073927397181,0.932872939298094,0.536324381576816,0.97325253596525,0.350531726652101,-0.0989904421292786,7028,6763,6847,15468,2860,804,1506,9223,6520,3116,1231,392,113,28,10,5,0,0,0,0,0
"41",41,16586,1,0.4,0.8,-0.5,1.4,1.028,16,12.4747474747475,9.09090909090909,5.2020202020202,7.45454545454546,124.242424242424,41.3636363636364,212.121212121212,8.91919191919192,36111,2444,9,2313,491,2,6,8,3,8561,236,5,27,34,0,1,0,0,2327,18,57,33,14,0,0,1,0,41,0.497959108969434,0.354274689497166,5.02473182323659,0.998743007063277,5.04071219855616,1.00204748558782,0.00137316333761925,0.00136248817460402,0.00136456380805056,0.00136053434279864,5168.11924076165,307.987199256523,4.39725727064446,288.311996730844,62.6817852953751,0.25081393946702,0.80598094778729,1.08272036657422,0.376401784637646,29.9168113061155,0.426645022088459,0.176737289449903,0.285854983581619,0.110762704880018,41,0.286605639972839,0.628260295870892,2.91042772879929,0.583948390123119,2.9164792767707,0.580695774082392,0.000795730739176911,0.000797931318920767,0.000801007373264814,0.000795946389420131,11888.4725579743,786.6967209095,13.2623459657544,755.92499988742,159.554668394374,0.662379573610752,1.98005805163617,2.63382267181559,0.993773914841876,54.9345830503306,0.100225965995903,0.0983978490847845,0.0318712797905892,0.0560026523849701,41,1.81965126177862,6.96881083747884,1.81391360235517,1.79983684950097,1.80211995000234,1.81580506987577,1.81530646442312,1.80559539093069,1.79241060816287,1.80246281808149,5.78810388961689,6.09075621878301,11.8524524940649,6.10807817889961,6.09816771805061,6.11742740404501,5.9639077147012,5.99277202682428,6.11367440116178,5.29258126932823,1.88513588604789,2.60211002765437,2.68100738359941,2.59198404382233,41,0.0101101739659474,1.90637529256103,-0.013608079897866,-0.00177857956997213,-0.0136639862456253,-0.00662230483905233,-0.0155056232216267,0.00722207040379108,0.0132278305532497,0.0124273668944352,2.15244874962034,2.25108850824919,3.2010259633837,2.25960676578826,2.25390329680461,2.26196857691092,2.20933708079515,2.21761332305853,2.26113898706698,1.77834812573264,-0.0302004908867955,0.687994719290858,-0.309401124291202,0.672431090158312,5435,5514,5637,12401,2036,869,1280,11880,3717,830,140,16,3,0,0,0,0,0,0,0,0
